0,1621343037.829788,1621343037.840401
0,1621374006.506622,1621374006.515689
1,1621374006.656715,1621374006.668165
2,1621374006.809891,1621374006.819052
3,1621374006.974500,1621374006.983672
4,1621374007.117502,1621374007.129827
5,1621374007.281469,1621374007.290850
6,1621374007.419058,1621374007.429887
7,1621374007.572777,1621374007.590313
8,1621374007.748579,1621374007.776616
9,1621374007.921590,1621374007.931060
10,1621374008.087622,1621374008.099364
11,1621374008.234183,1621374008.245238
12,1621374008.392284,1621374008.401926
13,1621374008.569891,1621374008.581024
14,1621374008.704087,1621374008.719580
15,1621374008.878226,1621374008.888294
16,1621374009.006897,1621374009.017646
17,1621374009.165562,1621374009.177191
18,1621374009.310974,1621374009.320545
19,1621374009.475028,1621374009.484629
20,1621374009.630888,1621374009.641664
21,1621374009.824429,1621374009.835860
22,1621374009.951934,1621374009.963782
23,1621374010.118242,1621374010.129166
24,1621374010.263424,1621374010.274640
25,1621374010.434835,1621374010.451984
26,1621374010.606765,1621374010.618463
27,1621374010.746773,1621374010.756138
28,1621374010.897815,1621374010.909038
29,1621374011.066742,1621374011.075999
30,1621374011.193764,1621374011.204827
31,1621374011.347886,1621374011.362463
32,1621374011.524686,1621374011.536067
33,1621374011.681970,1621374011.694240
34,1621374011.842143,1621374011.854519
35,1621374011.982047,1621374011.993201
36,1621374012.163006,1621374012.172623
37,1621374012.311004,1621374012.320153
38,1621374012.505125,1621374012.514703
39,1621374012.665947,1621374012.678437
40,1621374012.850945,1621374012.860514
41,1621374012.989532,1621374012.998849
42,1621374013.133607,1621374013.142538
43,1621374013.298172,1621374013.307581
44,1621374013.450286,1621374013.461356
45,1621374013.603171,1621374013.627479
46,1621374013.753859,1621374013.777585
47,1621374013.902869,1621374013.913685
48,1621374014.062549,1621374014.072168
49,1621374014.235500,1621374014.253091
50,1621374014.370055,1621374014.387258
51,1621374014.544942,1621374014.556303
52,1621374014.722889,1621374014.740197
53,1621374014.876555,1621374014.889125
54,1621374015.014827,1621374015.025697
55,1621374015.163662,1621374015.174798
56,1621374015.319211,1621374015.328524
57,1621374015.482526,1621374015.494896
58,1621374015.671413,1621374015.681042
59,1621374015.843495,1621374015.855693
60,1621374015.972302,1621374015.983274
61,1621374016.161321,1621374016.176426
62,1621374016.300373,1621374016.312632
63,1621374016.449017,1621374016.458488
64,1621374016.592897,1621374016.605266
65,1621374016.748185,1621374016.757844
66,1621374016.918015,1621374016.929059
67,1621374017.054632,1621374017.063950
68,1621374017.240965,1621374017.252325
69,1621374017.398838,1621374017.408123
70,1621374017.553112,1621374017.562212
71,1621374017.735837,1621374017.746910
72,1621374017.910430,1621374017.926879
73,1621374018.040980,1621374018.050431
74,1621374018.190539,1621374018.205441
75,1621374018.380047,1621374018.396938
76,1621374018.531834,1621374018.543230
77,1621374018.690874,1621374018.701666
78,1621374018.843512,1621374018.860641
79,1621374019.015075,1621374019.024246
80,1621374019.157473,1621374019.168600
81,1621374019.334127,1621374019.343687
82,1621374019.493083,1621374019.505694
83,1621374019.652082,1621374019.670182
84,1621374019.836001,1621374019.847550
85,1621374019.978542,1621374019.987428
86,1621374020.142891,1621374020.153628
87,1621374020.271556,1621374020.282318
88,1621374020.446980,1621374020.465481
89,1621374020.589930,1621374020.608762
90,1621374020.767324,1621374020.784285
91,1621374020.922804,1621374020.932418
92,1621374021.095274,1621374021.104862
93,1621374021.213036,1621374021.229901
94,1621374021.387048,1621374021.397862
95,1621374021.563303,1621374021.572694
96,1621374021.743048,1621374021.752728
97,1621374021.898775,1621374021.909704
98,1621374022.035079,1621374022.045819
99,1621374022.201718,1621374022.212802
100,1621374022.354423,1621374022.365834
101,1621374022.545390,1621374022.555040
102,1621374022.659249,1621374022.670506
103,1621374022.796823,1621374022.806160
104,1621374023.010851,1621374023.025739
105,1621374023.154819,1621374023.166893
106,1621374023.310123,1621374023.319446
107,1621374023.486134,1621374023.495936
108,1621374023.647982,1621374023.659863
109,1621374023.817192,1621374023.837682
110,1621374023.975638,1621374023.987996
111,1621374024.115183,1621374024.125874
112,1621374024.263138,1621374024.272187
113,1621374024.412397,1621374024.430130
114,1621374024.573383,1621374024.582949
115,1621374024.750462,1621374024.765398
116,1621374024.896079,1621374024.905552
117,1621374025.047270,1621374025.057974
118,1621374025.214064,1621374025.225058
119,1621374025.366051,1621374025.377102
120,1621374025.503874,1621374025.519555
121,1621374025.661966,1621374025.671060
122,1621374025.816448,1621374025.828510
123,1621374025.957338,1621374025.978797
124,1621374026.104340,1621374026.122903
125,1621374026.271216,1621374026.280728
126,1621374026.433474,1621374026.445848
127,1621374026.587382,1621374026.599946
128,1621374026.782255,1621374026.796556
129,1621374026.924591,1621374026.933771
130,1621374027.082357,1621374027.098093
131,1621374027.240989,1621374027.261094
132,1621374027.381510,1621374027.401020
133,1621374027.553091,1621374027.562256
134,1621374027.700870,1621374027.719407
135,1621374027.894968,1621374027.904772
136,1621374028.002284,1621374028.011384
137,1621374028.148674,1621374028.157796
138,1621374028.303054,1621374028.313803
139,1621374028.470085,1621374028.479612
140,1621374028.623595,1621374028.644386
141,1621374028.777586,1621374028.791333
142,1621374028.950118,1621374028.965741
143,1621374029.090505,1621374029.101716
144,1621374029.266567,1621374029.275717
145,1621374029.413913,1621374029.424909
146,1621374029.589012,1621374029.598347
147,1621374029.704112,1621374029.714478
148,1621374029.875528,1621374029.887252
149,1621374030.066931,1621374030.077778
150,1621374030.199916,1621374030.219146
151,1621374030.386107,1621374030.401842
152,1621374030.519739,1621374030.531134
153,1621374030.686805,1621374030.696518
154,1621374030.844099,1621374030.854666
155,1621374030.978216,1621374030.987494
156,1621374031.137594,1621374031.146792
157,1621374031.321665,1621374031.330943
158,1621374031.449150,1621374031.460281
159,1621374031.627011,1621374031.637902
160,1621374031.758881,1621374031.784906
161,1621374031.920409,1621374031.931820
162,1621374032.085227,1621374032.097345
163,1621374032.259128,1621374032.272095
164,1621374032.407652,1621374032.417137
165,1621374032.566631,1621374032.578426
166,1621374032.727931,1621374032.746476
167,1621374032.874968,1621374032.885767
168,1621374033.042590,1621374033.054890
169,1621374033.214861,1621374033.224491
170,1621374033.371118,1621374033.382571
171,1621374033.534132,1621374033.545240
172,1621374033.682171,1621374033.691441
173,1621374033.902890,1621374033.912453
174,1621374034.007121,1621374034.025091
175,1621374034.174957,1621374034.184404
176,1621374034.327149,1621374034.337875
177,1621374034.464632,1621374034.475350
178,1621374034.647135,1621374034.664486
179,1621374034.821823,1621374034.833079
180,1621374034.943040,1621374034.952654
181,1621374035.131066,1621374035.140379
182,1621374035.256448,1621374035.273587
183,1621374035.437582,1621374035.458009
184,1621374035.580080,1621374035.591620
185,1621374035.734287,1621374035.743669
186,1621374035.888700,1621374035.900086
187,1621374036.048068,1621374036.065016
188,1621374036.233267,1621374036.242778
189,1621374036.376802,1621374036.388751
190,1621374036.500076,1621374036.510125
191,1621374036.653979,1621374036.664622
192,1621374036.799227,1621374036.810526
193,1621374036.982550,1621374036.991891
194,1621374037.145579,1621374037.154712
195,1621374037.308432,1621374037.320449
196,1621374037.472242,1621374037.483133
197,1621374037.619174,1621374037.630908
198,1621374037.796625,1621374037.805706
199,1621374037.946427,1621374037.955891
200,1621374038.127156,1621374038.138333
201,1621374038.293690,1621374038.303067
202,1621374038.444457,1621374038.455890
203,1621374038.590671,1621374038.607639
204,1621374038.721961,1621374038.732997
205,1621374038.892710,1621374038.903107
206,1621374039.086961,1621374039.096460
207,1621374039.190896,1621374039.200239
208,1621374039.346838,1621374039.356418
209,1621374039.494857,1621374039.505674
210,1621374039.674932,1621374039.684286
211,1621374039.838561,1621374039.850558
212,1621374039.956904,1621374039.965941
213,1621374040.099534,1621374040.111026
214,1621374040.226076,1621374040.235125
215,1621374040.407114,1621374040.416216
216,1621374040.605894,1621374040.616970
217,1621374040.746925,1621374040.763818
218,1621374040.904115,1621374040.914643
219,1621374041.045280,1621374041.064196
220,1621374041.190793,1621374041.208213
221,1621374041.355144,1621374041.365936
222,1621374041.515318,1621374041.524693
223,1621374041.670952,1621374041.680182
224,1621374041.846091,1621374041.867769
225,1621374042.006962,1621374042.016293
226,1621374042.162667,1621374042.173603
227,1621374042.307193,1621374042.316407
228,1621374042.451110,1621374042.461869
229,1621374042.618920,1621374042.628180
230,1621374042.788133,1621374042.797849
231,1621374042.962929,1621374042.973788
232,1621374043.097350,1621374043.106863
233,1621374043.282773,1621374043.294902
234,1621374043.428191,1621374043.439960
235,1621374043.566887,1621374043.577314
236,1621374043.742921,1621374043.753614
237,1621374043.902940,1621374043.913690
238,1621374044.060005,1621374044.071848
239,1621374044.207159,1621374044.225578
240,1621374044.386548,1621374044.404288
241,1621374044.550869,1621374044.561783
242,1621374044.659007,1621374044.677279
